Ticker,Timestamp,Open,High,Low,Close,Volume,Currency,Symbol,Exchange Name,Instrument Type,First Trade Date,Regular Market Time,GMT Offset,Timezone,Exchange Timezone Name,Regular Market Price,Chart Previous Close,Price Hint,Pre Timezone,Pre Start,Pre End,Pre GMT Offset,Reg Timezone,Reg Start,Reg End,Reg GMT Offset,Pos Timezone,Pos Start,Pos End,Pos GMT Offset,Data Range,Data Granularity
MRO,2012-09-04 20:30:00,27.75,27.799999237060547,27.149999618530273,27.450000762939453,3880700,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-05 20:30:00,27.530000686645508,27.6200008392334,27.079999923706055,27.18000030517578,4666700,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-06 20:30:00,27.469999313354492,28.5,27.43000030517578,28.280000686645508,10527400,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-07 20:30:00,28.34000015258789,28.6299991607666,28.299999237060547,28.610000610351562,6541600,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-10 20:30:00,28.649999618530273,28.809999465942383,28.459999084472656,28.469999313354492,5914600,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-11 20:30:00,28.809999465942383,29.450000762939453,28.719999313354492,29.219999313354492,7840600,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-12 20:30:00,29.280000686645508,29.299999237060547,28.920000076293945,29.059999465942383,5813900,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-13 20:30:00,29.1299991607666,29.889999389648438,28.829999923706055,29.850000381469727,7928200,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-14 20:30:00,30.020000457763672,31.190000534057617,29.989999771118164,31.09000015258789,11525200,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-17 20:30:00,31.020000457763672,31.209999084472656,30.639999389648438,30.799999237060547,8415100,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-18 20:30:00,30.700000762939453,30.729999542236328,30.110000610351562,30.309999465942383,8092300,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
MRO,2012-09-19 20:30:00,30.889999389648438,30.899999618530273,30.059999465942383,30.399999618530273,12119600,USD,MRO,NYQ,EQUITY,1962-01-02 14:30:00,2022-09-03 03:00:01,-14400,EDT,America/New_York,25.71,27.82,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
