Ticker,Timestamp,Open,High,Low,Close,Volume,Currency,Symbol,Exchange Name,Instrument Type,First Trade Date,Regular Market Time,GMT Offset,Timezone,Exchange Timezone Name,Regular Market Price,Chart Previous Close,Price Hint,Pre Timezone,Pre Start,Pre End,Pre GMT Offset,Reg Timezone,Reg Start,Reg End,Reg GMT Offset,Pos Timezone,Pos Start,Pos End,Pos GMT Offset,Data Range,Data Granularity
SPY,2012-09-04 20:30:00,141.0399932861328,141.4600067138672,140.1300048828125,141.02999877929688,120226200,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-05 20:30:00,141.08999633789062,141.47000122070312,140.6300048828125,140.91000366210938,100660300,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-06 20:30:00,141.75999450683594,143.77999877929688,141.75,143.77000427246094,158272500,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-07 20:30:00,144.00999450683594,144.38999938964844,143.8800048828125,144.3300018310547,107272100,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-10 20:30:00,144.19000244140625,144.44000244140625,143.4600067138672,143.50999450683594,86458500,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-11 20:30:00,143.60000610351562,144.3699951171875,143.55999755859375,143.91000366210938,88760000,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-12 20:30:00,144.38999938964844,144.5500030517578,143.89999389648438,144.38999938964844,87640900,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-13 20:30:00,144.3699951171875,147.0399932861328,143.99000549316406,146.58999633789062,225470200,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-14 20:30:00,146.8800048828125,148.11000061035156,146.75999450683594,147.24000549316406,169777000,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
SPY,2012-09-17 20:30:00,146.94000244140625,147.19000244140625,146.3699951171875,146.74000549316406,119427800,USD,SPY,PCX,ETF,1993-01-29 21:30:00,2022-09-03 03:00:04,-14400,EDT,America/New_York,392.24,141.16,2,EDT,2022-09-02 15:00:00,2022-09-02 20:30:00,-14400,EDT,2022-09-02 20:30:00,2022-09-03 03:00:00,-14400,EDT,2022-09-03 03:00:00,2022-09-03 07:00:00,-14400,10y,1d
